primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,sexo,tipo_identificacion,numero_identificacion,departamento_domicilio,municipio_domicilio,zona_domicilio,numero_via,numero_uno,letra,numero_dos,barrio_sector,celular_uno,correo,genero,orientacion_sexual,personas_cargo,discapacidad,nombre_tercero,apellido_tercero,celular_uno_tercero,correo_tercero
Gabriela,Felipe,Vargas,Morales,Mujer,Pasaporte,7648378685,41,41306,Urbano,58,83,a,41,San Fernando,3957933611,gabriela.vargas100@ejemplo.com,Masculino,Homosexual,7,Auditiva,Pablo,Chávez,3198014015,pablo.chávez100@ejemplo.com
Diego,Alfredo,Serrano,Delgado,Intersexual,Cédula de extranjería,2144222554,25,25019,Urbano,63,27,a,43,Villa Nueva,3290655644,diego.serrano101@ejemplo.com,Femenino,Heterosexual,7,Intelectual,Victoria,Ríos,3915430529,victoria.ríos101@ejemplo.com
Samuel,Lucía,Pineda,Vallejo,Hombre,Pasaporte,8205705571,20,20060,Urbano,18,38,c,32,La Candelaria,3436446686,samuel.pineda102@ejemplo.com,Masculino,Bisexual,2,Intelectual,Sofía,Vega,3295022360,sofía.vega102@ejemplo.com
Juliana,Verónica,Reyes,Cárdenas,Mujer,Cédula de ciudadanía,4834623765,52,52573,Urbano,14,52,a,29,San Luis,3602196113,juliana.reyes103@ejemplo.com,Femenino,Homosexual,9,Visual,Mateo,Serrano,3452005188,mateo.serrano103@ejemplo.com
David,José,Navarro,Castañeda,Mujer,Cédula de extranjería,7115342326,25,25019,Rural,92,90,b,11,Villa Luz,3633497951,david.navarro104@ejemplo.com,Masculino,Homosexual,4,Visual,Cecilia,Ruiz,3852020458,cecilia.ruiz104@ejemplo.com
Mariana,Bruno,Molina,Vallejo,Intersexual,Pasaporte,5297691145,20,20178,Rural,53,3,b,47,Bosque Popular,3244735726,mariana.molina105@ejemplo.com,Femenino,Heterosexual,4,Intelectual,Agustín,Rivera,3246956829,agustín.rivera105@ejemplo.com
Alejandro,Alexander,Soto,Ruiz,Hombre,Cédula de ciudadanía,1512228085,25,25123,Rural,38,42,a,3,La Candelaria,3398950228,alejandro.soto106@ejemplo.com,Femenino,Heterosexual,6,Intelectual,Victoria,Sarmiento,3694594445,victoria.sarmiento106@ejemplo.com
Daniela,Andrea,Delgado,Delgado,Intersexual,Pasaporte,1496387514,27,27025,Urbano,77,87,a,16,San Luis,3990378202,daniela.delgado107@ejemplo.com,Femenino,Homosexual,2,Intelectual,Lucía,Ortiz,3826734898,lucía.ortiz107@ejemplo.com
Nicolás,Beatriz,Campos,Castaño,Intersexual,Cédula de ciudadanía,4496714871,19,19001,Urbano,83,90,b,47,Bella Vista,3363012439,nicolás.campos108@ejemplo.com,Femenino,Heterosexual,9,Intelectual,Alejandro,Rivera,3725835380,alejandro.rivera108@ejemplo.com
Sara,Ricardo,Vega,Serrano,Mujer,Cédula de ciudadanía,3822657288,52,52685,Rural,89,95,c,25,San Fernando,3716465715,sara.vega109@ejemplo.com,Masculino,Bisexual,6,Visual,Juan,Navarro,3301868189,juan.navarro109@ejemplo.com
Esteban,Alfredo,Aguilar,Salazar,Hombre,Cédula de extranjería,2018007462,20,20060,Urbano,15,59,a,15,El Prado,3795831808,esteban.aguilar110@ejemplo.com,Femenino,Heterosexual,4,Auditiva,Paula,Morales,3971277331,paula.morales110@ejemplo.com
Luisa,Patricia,Silva,Ortiz,Mujer,Cédula de ciudadanía,2761684892,25,25019,Urbano,30,73,a,27,El Recreo,3946874638,luisa.silva111@ejemplo.com,No binario,Bisexual,5,Intelectual,Agustín,Martínez,3351508839,agustín.martínez111@ejemplo.com
Martín,Ignacio,Fuentes,Herrera,Hombre,Pasaporte,3710468724,20,20060,Urbano,45,37,a,34,Las Flores,3569646121,martín.fuentes112@ejemplo.com,No binario,Homosexual,9,Auditiva,Alberto,Londoño,3808447498,alberto.londoño112@ejemplo.com
Renata,Teresa,Escobar,Benítez,Hombre,Cédula de ciudadanía,9824579922,19,19075,Rural,48,14,c,18,El Prado,3303082609,renata.escobar113@ejemplo.com,No binario,Heterosexual,9,Visual,Alberto,Martínez,3345615953,alberto.martínez113@ejemplo.com
Emilio,Ricardo,Pacheco,Guzmán,Mujer,Cédula de extranjería,8299810717,19,19050,Rural,20,6,b,18,Villa Clara,3472857770,emilio.pacheco114@ejemplo.com,Femenino,Bisexual,1,Auditiva,Cristian,Chávez,3106951909,cristian.chávez114@ejemplo.com
Victoria,Roberto,Maldonado,Delgado,Intersexual,Cédula de ciudadanía,2511694479,27,27025,Rural,63,36,c,32,San Luis,3687759159,victoria.maldonado115@ejemplo.com,Femenino,Heterosexual,10,Intelectual,Rocío,Rangel,3436032491,rocío.rangel115@ejemplo.com
Emilia,Esteban,Arias,Reyes,Hombre,Cédula de ciudadanía,8976856142,20,20060,Urbano,90,32,c,5,La Candelaria,3990177998,emilia.arias116@ejemplo.com,Femenino,Bisexual,3,Visual,Manuela,Herrera,3679703365,manuela.herrera116@ejemplo.com
Agustín,Iván,Córdoba,García,Mujer,Pasaporte,6886069014,20,20178,Urbano,84,88,b,33,Los Laureles,3388958729,agustín.córdoba117@ejemplo.com,Femenino,Heterosexual,6,Intelectual,Felipe,Solano,3267021935,felipe.solano117@ejemplo.com
Antonia,María,Sánchez,Escobar,Hombre,Pasaporte,7984179904,20,20178,Urbano,57,39,a,37,El Recreo,3929431341,antonia.sánchez118@ejemplo.com,Masculino,Homosexual,3,Visual,Camilo,Pérez,3453632922,camilo.pérez118@ejemplo.com
Emmanuel,Camilo,Ruiz,Delgado,Intersexual,Cédula de extranjería,7055512805,27,27615,Urbano,42,22,a,32,Los Álamos,3161355264,emmanuel.ruiz119@ejemplo.com,No binario,Heterosexual,3,Visual,Gabriela,Solano,3105031893,gabriela.solano119@ejemplo.com
Ariana,Raúl,Castillo,Castañeda,Mujer,Cédula de ciudadanía,1456261386,19,19050,Urbano,98,90,b,3,El Porvenir,3684273079,ariana.castillo120@ejemplo.com,Femenino,Heterosexual,8,Auditiva,Paula,Hernández,3394741644,paula.hernández120@ejemplo.com
Bruno,María,Márquez,Gómez,Mujer,Pasaporte,7643052920,19,19001,Rural,5,14,b,16,El Mirador,3114636729,bruno.márquez121@ejemplo.com,Masculino,Heterosexual,6,Intelectual,Juliana,Delgado,3374566884,juliana.delgado121@ejemplo.com
René,Manuela,Ramón,Sarmiento,Mujer,Pasaporte,2668494196,25,25126,Urbano,21,58,b,3,Los Álamos,3811993994,rené.ramón122@ejemplo.com,Femenino,Bisexual,6,Visual,Miguel,Chávez,3486992011,miguel.chávez122@ejemplo.com
Diana,Hugo,Villalba,Hernández,Hombre,Cédula de extranjería,9175507186,20,20178,Urbano,89,75,c,37,San José,3930002685,diana.villalba123@ejemplo.com,Masculino,Heterosexual,5,Auditiva,Ricardo,Sarmiento,3739877457,ricardo.sarmiento123@ejemplo.com
Pablo,Elena,Guzmán,Benítez,Mujer,Pasaporte,2989427094,25,25126,Rural,3,26,b,36,Villa Clara,3526381646,pablo.guzmán124@ejemplo.com,Masculino,Bisexual,10,Auditiva,Verónica,Martínez,3266795192,verónica.martínez124@ejemplo.com
Mónica,Isabel,Solano,Márquez,Intersexual,Cédula de ciudadanía,9542751916,25,25168,Rural,53,11,c,34,Villa María,3872461951,mónica.solano125@ejemplo.com,No binario,Heterosexual,8,Visual,Nicolás,Serrano,3129829548,nicolás.serrano125@ejemplo.com
Cristian,Cecilia,Palacios,Vega,Mujer,Cédula de extranjería,6457497176,41,41001,Rural,41,66,c,41,San Carlos,3107160519,cristian.palacios126@ejemplo.com,No binario,Bisexual,6,Auditiva,Gabriela,Torres,3647730685,gabriela.torres126@ejemplo.com
Lorena,Cristina,Rangel,Salinas,Mujer,Pasaporte,6950695086,19,19075,Urbano,93,27,b,48,Villa María,3658308343,lorena.rangel127@ejemplo.com,No binario,Bisexual,4,Auditiva,Mauricio,Solano,3736140482,mauricio.solano127@ejemplo.com
Francisco,Pablo,Barrios,Márquez,Intersexual,Cédula de extranjería,1881566370,19,19022,Rural,15,53,c,42,San Carlos,3604078475,francisco.barrios128@ejemplo.com,Femenino,Homosexual,6,Visual,Renata,Vega,3513669830,renata.vega128@ejemplo.com
Carolina,Cristian,Córdoba,Torres,Mujer,Cédula de ciudadanía,9278216418,20,20032,Rural,83,55,a,7,La Estrella,3734493707,carolina.córdoba129@ejemplo.com,Femenino,Homosexual,3,Auditiva,Teresa,Córdoba,3737895985,teresa.córdoba129@ejemplo.com
Jorge,Roberto,Vallejo,Pérez,Hombre,Cédula de ciudadanía,7984118661,20,20178,Rural,79,28,c,4,El Jardín,3357858509,jorge.vallejo130@ejemplo.com,Masculino,Heterosexual,5,Visual,Lucía,Castro,3504601882,lucía.castro130@ejemplo.com
Patricia,Nicolás,Benítez,Álvarez,Hombre,Cédula de ciudadanía,6372172323,41,41001,Urbano,91,53,b,22,Villa María,3733088495,patricia.benítez131@ejemplo.com,Masculino,Bisexual,9,Auditiva,Daniela,Rangel,3541374082,daniela.rangel131@ejemplo.com
Iván,Andrea,Cortés,Herrera,Hombre,Cédula de ciudadanía,1075660178,25,25168,Urbano,22,32,a,12,San Carlos,3729570566,iván.cortés132@ejemplo.com,No binario,Heterosexual,5,Intelectual,Beatriz,Vega,3888288971,beatriz.vega132@ejemplo.com
Beatriz,Andrés,Rueda,Rivera,Hombre,Cédula de ciudadanía,5036487039,20,20175,Rural,52,77,c,43,Villa Clara,3291422165,beatriz.rueda133@ejemplo.com,Femenino,Bisexual,9,Intelectual,Raúl,Benítez,3470118599,raúl.benítez133@ejemplo.com
Ramiro,Ricardo,Mora,Bermúdez,Mujer,Cédula de extranjería,8897499687,19,19050,Rural,10,74,c,15,Villa del Prado,3162230560,ramiro.mora134@ejemplo.com,Masculino,Homosexual,8,Intelectual,Raúl,Torres,3786335217,raúl.torres134@ejemplo.com
Fabiola,Gabriel,Sarmiento,Fuentes,Intersexual,Pasaporte,9032495640,41,41319,Urbano,42,18,c,12,Villa Clara,3694611769,fabiola.sarmiento135@ejemplo.com,Masculino,Heterosexual,10,Visual,Sofía,Jiménez,3253257165,sofía.jiménez135@ejemplo.com
Alfredo,Teresa,Buitrago,Palacios,Intersexual,Cédula de extranjería,9335013791,52,52683,Rural,10,4,b,34,Los Rosales,3876291175,alfredo.buitrago136@ejemplo.com,Femenino,Bisexual,3,Auditiva,Mónica,Vallejo,3503550840,mónica.vallejo136@ejemplo.com
Leticia,Iván,Castañeda,Reyes,Intersexual,Cédula de ciudadanía,7277745320,19,19050,Rural,74,71,a,6,Villa Luz,3705363345,leticia.castañeda137@ejemplo.com,Masculino,Heterosexual,1,Visual,René,Mora,3788986178,rené.mora137@ejemplo.com
Oscar,Silvia,Cárdenas,Salazar,Hombre,Cédula de extranjería,4501574597,41,41306,Urbano,53,93,b,8,El Prado,3316705149,oscar.cárdenas138@ejemplo.com,Masculino,Homosexual,7,Auditiva,Tomás,Hernández,3392716772,tomás.hernández138@ejemplo.com
Teresa,Fernanda,Salinas,Pérez,Mujer,Pasaporte,9768457621,19,19050,Urbano,72,51,c,4,Villa Nueva,3927364094,teresa.salinas139@ejemplo.com,Femenino,Bisexual,2,Intelectual,Renata,Pineda,3396204099,renata.pineda139@ejemplo.com
Gustavo,Leonardo,Pérez,Morales,Mujer,Cédula de extranjería,1776725767,25,25126,Rural,47,86,b,18,Altos del Bosque,3803871822,gustavo.pérez140@ejemplo.com,Femenino,Homosexual,7,Auditiva,Rocío,Álvarez,3850032015,rocío.álvarez140@ejemplo.com
Silvia,Iván,López,Arias,Hombre,Pasaporte,4015417371,27,27001,Urbano,73,81,b,18,La Estrella,3362447552,silvia.lópez141@ejemplo.com,No binario,Homosexual,6,Intelectual,Samuel,Fuentes,3477760977,samuel.fuentes141@ejemplo.com
Rocío,Ricardo,Martínez,Ramírez,Intersexual,Pasaporte,4165574012,20,20175,Rural,2,52,a,35,San Antonio,3828374479,rocío.martínez142@ejemplo.com,No binario,Homosexual,8,Auditiva,Lucía,Benítez,3807711815,lucía.benítez142@ejemplo.com
Clara,Emilio,Rodríguez,Navarro,Intersexual,Cédula de ciudadanía,3709816138,25,25168,Rural,68,83,c,44,Los Laureles,3542730768,clara.rodríguez143@ejemplo.com,No binario,Heterosexual,3,Visual,Ricardo,Fuentes,3604836607,ricardo.fuentes143@ejemplo.com
Roberto,Agustina,Hernández,Ortiz,Mujer,Pasaporte,4749678835,27,27025,Rural,7,64,a,39,San Carlos,3368235770,roberto.hernández144@ejemplo.com,No binario,Bisexual,8,Intelectual,Mauricio,Pacheco,3539750382,mauricio.pacheco144@ejemplo.com
Cecilia,José,Gómez,Salinas,Mujer,Pasaporte,9482407520,41,41001,Urbano,7,45,a,22,Villa Nueva,3502991761,cecilia.gómez145@ejemplo.com,Masculino,Bisexual,3,Auditiva,Ana,Cruz,3672760534,ana.cruz145@ejemplo.com
Mauricio,Emiliano,Moreno,Bermúdez,Hombre,Cédula de ciudadanía,5051053993,19,19001,Rural,58,23,c,46,Los Rosales,3179646460,mauricio.moreno146@ejemplo.com,Femenino,Homosexual,2,Intelectual,Nicolás,Barrios,3441744022,nicolás.barrios146@ejemplo.com
Verónica,Esteban,Jiménez,Córdoba,Mujer,Cédula de extranjería,2515308620,25,25168,Rural,7,66,b,38,Villa Clara,3346145084,verónica.jiménez147@ejemplo.com,Femenino,Heterosexual,2,Visual,Fabiola,Rivera,3156921801,fabiola.rivera147@ejemplo.com
Raúl,Alberto,Ramírez,Morales,Mujer,Cédula de extranjería,2464213132,19,19001,Rural,39,3,c,16,San José,3422709404,raúl.ramírez148@ejemplo.com,No binario,Bisexual,4,Intelectual,Verónica,Vargas,3917562167,verónica.vargas148@ejemplo.com
Javier,Esteban,Suárez,Buitrago,Mujer,Cédula de extranjería,8319094114,41,41319,Rural,87,84,b,35,El Prado,3272374523,javier.suárez149@ejemplo.com,Masculino,Bisexual,7,Intelectual,Gabriela,Sánchez,3831970573,gabriela.sánchez149@ejemplo.com
Camilo,Antonia,García,Ríos,Mujer,Cédula de ciudadanía,9872118296,52,52573,Rural,19,5,b,5,Los Álamos,3473745438,camilo.garcía150@ejemplo.com,Masculino,Bisexual,5,Auditiva,Juliana,Arias,3438305416,juliana.arias150@ejemplo.com
Ricardo,Cristina,Ortiz,Bermúdez,Intersexual,Cédula de extranjería,4687661951,52,52573,Rural,42,15,b,12,San José,3426838080,ricardo.ortiz151@ejemplo.com,Femenino,Heterosexual,3,Visual,Bruno,Londoño,3943761924,bruno.londoño151@ejemplo.com
Elena,Carolina,Mendoza,Cruz,Intersexual,Cédula de extranjería,5611312633,27,27025,Urbano,36,89,b,27,Los Álamos,3446719518,elena.mendoza152@ejemplo.com,Masculino,Heterosexual,5,Visual,Esteban,Maldonado,3241971965,esteban.maldonado152@ejemplo.com
Manuela,Pablo,Cruz,Palacios,Mujer,Cédula de extranjería,9247515297,25,25019,Rural,68,83,a,8,La Esperanza,3112382797,manuela.cruz153@ejemplo.com,Femenino,Homosexual,2,Intelectual,Lucía,Fuentes,3546007483,lucía.fuentes153@ejemplo.com
Ignacio,Emiliano,Castro,Salazar,Mujer,Pasaporte,5696745754,27,27615,Rural,92,24,b,41,El Recreo,3225962934,ignacio.castro154@ejemplo.com,Masculino,Heterosexual,1,Intelectual,Alberto,Escobar,3653283843,alberto.escobar154@ejemplo.com
Alberto,Estefanía,Salazar,Londoño,Hombre,Pasaporte,3450948171,25,25168,Rural,87,37,b,35,Villa del Prado,3278810537,alberto.salazar155@ejemplo.com,Masculino,Bisexual,6,Intelectual,Nicolás,Molina,3686293985,nicolás.molina155@ejemplo.com
Valeria,Raúl,Peña,Córdoba,Hombre,Cédula de ciudadanía,6653833111,25,25123,Urbano,42,99,b,22,Villa Luz,3614244302,valeria.peña156@ejemplo.com,Masculino,Bisexual,5,Auditiva,Lucía,Soto,3892571182,lucía.soto156@ejemplo.com
Nicolás,Antonia,Álvarez,Solano,Hombre,Pasaporte,2465130730,19,19001,Urbano,28,38,a,2,La Estrella,3644614444,nicolás.álvarez157@ejemplo.com,Masculino,Homosexual,3,Intelectual,Antonia,Rodríguez,3680605234,antonia.rodríguez157@ejemplo.com
Sofía,Isabel,Montoya,Pérez,Mujer,Pasaporte,2654147859,19,19022,Rural,40,77,a,33,Las Margaritas,3415169275,sofía.montoya158@ejemplo.com,No binario,Homosexual,8,Auditiva,Francisco,Villalba,3618211938,francisco.villalba158@ejemplo.com
Alonso,Felipe,Rivera,Herrera,Mujer,Cédula de ciudadanía,1923998616,20,20032,Urbano,34,49,a,47,San José,3885851214,alonso.rivera159@ejemplo.com,No binario,Homosexual,3,Visual,Manuela,Buitrago,3638286703,manuela.buitrago159@ejemplo.com
Juan,Nicolás,Cardona,Buitrago,Hombre,Cédula de extranjería,9065578212,25,25019,Urbano,99,47,c,17,San Fernando,3851926962,juan.cardona160@ejemplo.com,Femenino,Bisexual,1,Intelectual,Silvia,Maldonado,3648459414,silvia.maldonado160@ejemplo.com
Ana,Gabriel,Londoño,Barrios,Intersexual,Pasaporte,5725189943,41,41319,Rural,8,21,a,35,Bella Vista,3185598908,ana.londoño161@ejemplo.com,Masculino,Homosexual,9,Intelectual,Natalia,Ramón,3666657430,natalia.ramón161@ejemplo.com
Carlos,Iván,Herrera,Vargas,Intersexual,Cédula de extranjería,9973950365,20,20175,Rural,30,16,a,46,El Porvenir,3738334791,carlos.herrera162@ejemplo.com,No binario,Heterosexual,10,Visual,Tomás,Barrios,3338653317,tomás.barrios162@ejemplo.com
Laura,Emiliano,Bermúdez,Ríos,Intersexual,Cédula de extranjería,1873332692,27,27001,Urbano,23,14,c,30,San Luis,3364528527,laura.bermúdez163@ejemplo.com,Femenino,Heterosexual,5,Auditiva,Bruno,Chávez,3463293891,bruno.chávez163@ejemplo.com
Sofía,Valentina,Chávez,Aguilar,Mujer,Pasaporte,6049561186,25,25126,Urbano,22,99,c,21,Altos del Bosque,3882747751,sofía.chávez164@ejemplo.com,Masculino,Homosexual,3,Auditiva,Manuela,Solano,3322929933,manuela.solano164@ejemplo.com
Miguel,Isabel,Mejía,Rodríguez,Intersexual,Cédula de ciudadanía,8335302756,52,52685,Rural,55,76,c,15,El Prado,3512979180,miguel.mejía165@ejemplo.com,Masculino,Homosexual,1,Visual,Clara,López,3213404050,clara.lópez165@ejemplo.com
Camila,Emiliano,Castaño,Cárdenas,Intersexual,Cédula de extranjería,3987662963,20,20175,Urbano,64,87,b,9,El Porvenir,3732767893,camila.castaño166@ejemplo.com,No binario,Homosexual,7,Auditiva,Natalia,Márquez,3183250224,natalia.márquez166@ejemplo.com
Daniel,Mónica,Morales,Solano,Hombre,Cédula de ciudadanía,6200455709,52,52573,Rural,97,22,a,6,Villa Diana,3990307290,daniel.morales167@ejemplo.com,Femenino,Heterosexual,8,Visual,Ana,Salazar,3485545863,ana.salazar167@ejemplo.com
Valentina,Mónica,Ríos,Cruz,Intersexual,Cédula de extranjería,9410777480,25,25019,Urbano,83,29,b,17,El Jardín,3235443340,valentina.ríos168@ejemplo.com,Femenino,Bisexual,4,Intelectual,Leticia,Pérez,3870828707,leticia.pérez168@ejemplo.com
Julián,Alexander,Torres,Ramón,Intersexual,Cédula de extranjería,3399319229,20,20032,Rural,19,15,c,48,El Jardín,3991299355,julián.torres169@ejemplo.com,Femenino,Bisexual,2,Visual,Valentina,Cruz,3121892450,valentina.cruz169@ejemplo.com
Natalia,Roberto,Vargas,Rivera,Intersexual,Cédula de ciudadanía,1555557019,27,27006,Urbano,18,1,a,3,La Castellana,3387990915,natalia.vargas170@ejemplo.com,No binario,Heterosexual,1,Intelectual,Ignacio,Soto,3623604009,ignacio.soto170@ejemplo.com
Andrés,Valentina,Serrano,Delgado,Intersexual,Pasaporte,3491929066,20,20175,Urbano,67,19,a,14,San Carlos,3260750706,andrés.serrano171@ejemplo.com,No binario,Bisexual,7,Visual,Emilia,Morales,3470550204,emilia.morales171@ejemplo.com
Paula,Rocío,Pineda,Gómez,Mujer,Pasaporte,1125300505,27,27615,Urbano,35,51,c,33,Los Álamos,3592406022,paula.pineda172@ejemplo.com,No binario,Bisexual,1,Visual,René,Álvarez,3721537566,rené.álvarez172@ejemplo.com
Sebastián,Alfredo,Reyes,Molina,Hombre,Pasaporte,4584127962,20,20032,Urbano,11,79,b,37,Villa Diana,3598752841,sebastián.reyes173@ejemplo.com,Masculino,Bisexual,3,Auditiva,Juan,López,3796646536,juan.lópez173@ejemplo.com
María,Raúl,Navarro,Mejía,Mujer,Pasaporte,4281780888,19,19050,Rural,16,57,c,47,San Cristóbal,3222095572,maría.navarro174@ejemplo.com,Femenino,Heterosexual,8,Visual,Ramiro,Chávez,3306413299,ramiro.chávez174@ejemplo.com
Felipe,Raúl,Molina,Sarmiento,Hombre,Pasaporte,7856435530,52,52685,Urbano,25,75,c,29,Villa María,3673582883,felipe.molina175@ejemplo.com,Masculino,Bisexual,7,Visual,Daniela,Delgado,3390523583,daniela.delgado175@ejemplo.com
Lucía,Lucía,Soto,Herrera,Mujer,Cédula de ciudadanía,4168513512,25,25123,Urbano,29,3,a,32,Las Flores,3547754100,lucía.soto176@ejemplo.com,No binario,Homosexual,1,Intelectual,Diana,Pineda,3845395584,diana.pineda176@ejemplo.com
Mateo,Valentina,Delgado,Córdoba,Mujer,Cédula de ciudadanía,1477447237,27,27006,Rural,52,30,b,47,La Castellana,3650240749,mateo.delgado177@ejemplo.com,No binario,Bisexual,10,Auditiva,Paula,Ríos,3308025415,paula.ríos177@ejemplo.com
Isabella,Emiliano,Campos,Córdoba,Hombre,Cédula de ciudadanía,8557123624,19,19001,Urbano,51,31,b,19,El Recreo,3439785857,isabella.campos178@ejemplo.com,Femenino,Homosexual,3,Auditiva,Gustavo,Vargas,3573269072,gustavo.vargas178@ejemplo.com
Tomás,José,Vega,Gómez,Mujer,Pasaporte,9745160701,52,52683,Urbano,94,67,a,11,San Antonio,3932392292,tomás.vega179@ejemplo.com,No binario,Heterosexual,8,Intelectual,Sebastián,Córdoba,3599605549,sebastián.córdoba179@ejemplo.com
Gabriela,María,Aguilar,Soto,Intersexual,Cédula de ciudadanía,4074380657,20,20060,Rural,85,55,a,8,Los Laureles,3620329661,gabriela.aguilar180@ejemplo.com,Masculino,Bisexual,9,Visual,Ricardo,Ortiz,3359976282,ricardo.ortiz180@ejemplo.com
Diego,Rocío,Silva,Córdoba,Mujer,Pasaporte,4028408713,27,27025,Urbano,67,10,b,25,Los Rosales,3652496023,diego.silva181@ejemplo.com,Masculino,Homosexual,7,Visual,Roberto,Silva,3113317802,roberto.silva181@ejemplo.com
Samuel,Alonso,Fuentes,Arias,Hombre,Cédula de extranjería,1828647163,20,20032,Urbano,68,81,a,15,La Castellana,3449184586,samuel.fuentes182@ejemplo.com,No binario,Homosexual,7,Visual,Miguel,Pacheco,3194629928,miguel.pacheco182@ejemplo.com
Juliana,Ramiro,Escobar,Rangel,Hombre,Cédula de ciudadanía,6026458942,19,19050,Rural,47,43,b,38,Bosque Popular,3144860841,juliana.escobar183@ejemplo.com,Femenino,Homosexual,2,Visual,René,Ramírez,3402297366,rené.ramírez183@ejemplo.com
David,Felipe,Pacheco,Ríos,Mujer,Cédula de ciudadanía,6671981738,27,27025,Urbano,84,95,c,21,Villa Diana,3250340894,david.pacheco184@ejemplo.com,Femenino,Bisexual,3,Visual,Camila,Escobar,3331086567,camila.escobar184@ejemplo.com
Mariana,Beatriz,Maldonado,Ruiz,Mujer,Cédula de ciudadanía,4499996116,25,25123,Rural,32,14,b,49,El Recreo,3468001362,mariana.maldonado185@ejemplo.com,No binario,Homosexual,10,Auditiva,Samuel,Morales,3880636154,samuel.morales185@ejemplo.com
Alejandro,Clara,Arias,Suárez,Mujer,Pasaporte,9513686828,19,19001,Rural,2,80,a,20,Las Margaritas,3727856851,alejandro.arias186@ejemplo.com,Femenino,Homosexual,6,Intelectual,Sebastián,Campos,3644703248,sebastián.campos186@ejemplo.com
Daniela,Sofía,Córdoba,Silva,Intersexual,Cédula de extranjería,6907666175,27,27001,Rural,84,19,b,23,La Esperanza,3505587021,daniela.córdoba187@ejemplo.com,Masculino,Heterosexual,3,Intelectual,Emilia,Álvarez,3637973476,emilia.álvarez187@ejemplo.com
Nicolás,Felipe,Sánchez,Pineda,Mujer,Pasaporte,5450583469,27,27025,Rural,80,9,c,18,San Cristóbal,3206770036,nicolás.sánchez188@ejemplo.com,Femenino,Bisexual,1,Auditiva,Carlos,Gómez,3348260491,carlos.gómez188@ejemplo.com
Sara,Renata,Ruiz,Morales,Intersexual,Cédula de extranjería,4278289602,52,52573,Rural,38,76,c,11,El Mirador,3689183720,sara.ruiz189@ejemplo.com,Femenino,Bisexual,9,Intelectual,Daniela,Molina,3364706721,daniela.molina189@ejemplo.com
